2	2	3	3	
3	3	4	3	
4	3	5	4	
4	4	6	4	
4	4	6	5	
4	5	7	5	
4	5	7	6	
4	6	7	6	
4	6	7	6	
5	6	8	6	
5	7	8	7	
5	7	8	7	
5	7	8	7	
6	8	8	7	
6	8	8	7	
6	8	9	7	
6	8	9	7	
6	8	9	7	
6	8	9	7	
6	8	9	8	
7	8	9	8	
8	8	10	8	
8	8	10	8	
8	9	10	8	
8	9	10	8	
8	9	10	8	
8	9	10	9	
8	9	10	9	
8	9	11	9	
8	9	11	9	
8	9	11	9	
8	10	12	9	
8	11	12	9	
8	11	12	9	
8	11	12	10	
8	11	12	10	
8	11	12	10	
9	11	12	11	
9	11	12	11	
9	11	12	11	
9	12	12	11	
9	12	12	11	
9	12	12	11	
9	12	12	11	
9	12	12	11	
9	12	13	11	
9	12	13	11	
10	12	13	11	
10	12	13	11	
10	12	13	11	
10	12	13	11	
10	12	13	11	
10	12	14	11	
10	12	14	11	
10	12	14	11	
10	12	14	11	
10	12	14	11	
10	12	14	12	
10	12	14	12	
10	12	14	12	
10	12	14	12	
10	12	14	12	
10	12	14	12	
10	12	14	12	
10	12	14	12	
10	12	14	12	
10	12	14	12	
10	12	14	12	
10	12	14	12	
10	12	14	13	
10	12	14	13	
10	12	14	13	
10	12	14	13	
10	12	14	13	
10	12	14	13	
10	12	14	14	
10	12	14	14	
10	12	14	14	
10	12	14	14	
10	12	14	14	
10	12	14	14	
10	12	14	14	
10	12	14	14	
10	12	14	14	
10	12	14	14	
10	12	14	15	
11	12	14	15	
11	12	14	15	
11	12	14	15	
11	13	14	15	
11	13	14	15	
11	13	14	15	
11	13	14	15	
11	13	15	15	
11	13	15	15	
11	13	15	15	
11	13	15	15	
11	13	15	15	
11	13	15	15	
11	13	15	15	
11	13	15	15	
11	13	15	15	
11	13	15	15	
11	13	15	15	
11	13	15	15	
11	13	15	15	
11	13	15	15	
11	13	15	15	
11	13	15	15	
11	13	15	15	
11	13	15	15	
11	13	15	15	
11	13	15	15	
11	13	15	15	
11	13	15	15	
11	13	15	15	
11	13	15	15	
11	13	15	15	
11	13	16	15	
11	13	16	15	
11	13	16	15	
11	13	16	15	
11	14	16	15	
11	14	16	15	
11	14	16	15	
12	14	16	15	
12	14	16	15	
12	14	17	15	
12	14	17	15	
12	14	17	15	
12	14	17	15	
12	14	17	15	
12	14	17	15	
12	14	17	15	
12	14	17	15	
12	14	17	15	
12	14	17	15	
12	14	18	15	
12	14	18	15	
12	14	18	15	
12	14	18	15	
12	14	18	15	
12	14	18	15	
12	14	18	15	
12	14	18	15	
12	14	18	15	
12	14	18	15	
12	14	18	15	
12	14	18	15	
12	14	18	15	
12	14	18	15	
12	14	18	15	
12	14	18	15	
12	14	18	15	
12	14	18	15	
12	14	18	15	
12	14	18	15	
12	14	18	15	
12	14	18	15	
12	14	18	15	
12	14	18	15	
12	14	18	15	
13	14	18	15	
13	14	18	15	
13	14	18	16	
13	14	18	16	
13	14	18	16	
13	14	18	16	
13	14	18	16	
13	14	18	16	
13	14	18	16	
13	15	18	16	
13	15	18	16	
13	15	18	17	
13	15	18	17	
13	15	18	17	
13	15	18	17	
13	15	18	17	
13	15	18	17	
13	15	18	17	
13	15	18	17	
13	15	18	17	
13	15	18	17	
13	15	18	17	
13	15	18	17	
13	15	18	17	
13	15	18	17	
13	15	18	17	
13	15	18	17	
13	15	18	17	
13	15	18	17	
13	15	18	17	
13	15	18	17	
13	15	18	17	
13	15	18	17	
13	15	18	17	
13	15	18	17	
13	15	18	17	
13	15	18	17	
13	15	18	17	
13	15	18	17	
13	15	18	17	
13	15	18	18	
13	15	18	18	
13	15	18	18	
13	15	18	18	
13	15	18	18	
13	15	19	18	
13	15	19	18	
13	15	19	18	
13	16	19	18	
13	16	19	18	
13	16	19	18	
13	16	19	18	
13	16	19	18	
13	16	19	18	
13	16	19	18	
14	16	19	18	
14	16	19	18	
14	16	19	18	
14	16	19	18	
14	16	19	18	
14	16	19	18	
14	16	19	18	
14	16	19	18	
14	16	19	18	
14	16	19	18	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	19	19	
14	16	20	19	
14	16	20	19	
14	16	20	19	
14	16	20	19	
14	16	20	19	
14	16	20	19	
14	16	20	19	
14	16	20	19	
14	16	20	19	
14	16	20	19	
14	16	20	19	
14	16	20	19	
14	16	20	19	
14	16	20	19	
14	16	20	19	
14	16	20	19	
14	16	20	19	
14	16	20	19	
14	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
15	16	20	19	
